item_id,annotator,sheet,row,field,value,raw
2dfb3e37b2f5708b,base,hasty_generalization,49,starting_label,hasty_generalization,hasty generalization
2e1b56ea711f1d62,enrico,Copia di example_final_Enrico,31,comment,esempio vago,esempio vago
2e1b56ea711f1d62,enrico,Copia di example_final_Enrico,31,scheme,example,YES
2e1b56ea711f1d62,enrico,Copia di example_final_Enrico,31,verdict,idk,?
2e92ab2cd4de4f83,enrico,Copia di new_ad_populum_Enrico,9,difficulty,2,2
2e92ab2cd4de4f83,enrico,Copia di new_ad_populum_Enrico,9,scheme,popular_opinion,YES
2e92ab2cd4de4f83,enrico,Copia di new_ad_populum_Enrico,9,verdict,ad_populum,ad populum
2e92ab2cd4de4f83,enrico,new_ad_populum,9,scheme,popular_opinion,YES
2ea788f30408b0d9,dumitru,Annotazione Dumitru Analogy,54,CQ1,yes,yes
2ea788f30408b0d9,dumitru,Annotazione Dumitru Analogy,54,CQ1.1,no,no
2ea788f30408b0d9,dumitru,Annotazione Dumitru Analogy,54,CQ2,yes,yes
2ea788f30408b0d9,dumitru,Annotazione Dumitru Analogy,54,CQ3,yes,yes
2ea788f30408b0d9,dumitru,Annotazione Dumitru Analogy,54,CQ4,yes,yes
2ea788f30408b0d9,dumitru,Annotazione Dumitru Analogy,54,scheme,analogy,YES
2ea788f30408b0d9,dumitru,Annotazione Dumitru Analogy,54,uncertainty,CQ1:SUBJ;CQ1.1:AMB;CQ4:SUBJ,CQ1:SUBJ;CQ1.1:AMB;CQ4:SUBJ
2ea788f30408b0d9,dumitru,Annotazione Dumitru Analogy,54,verdict,weak_analogy,Weak Analogy
2ea788f30408b0d9,eleni,new_analogy,66,scheme,analogy,YES
2ea788f30408b0d9,eleni,new_analogy,66,verdict,any_fallacy,YES
2ea788f30408b0d9,enrico,new_analogy,66,scheme,analogy,YES
2ea788f30408b0d9,enrico,new_analogy,66,verdict,weak_analogy,weak analogy
2eb55afc3f7450b1,base,Slippery slope,55,starting_label,slippery_slope,slippery slope
2ee03f391416d1db,base,Annotazione Dumitru Expert Opin,119,starting_label,strawman,straw man
2ee03f391416d1db,dumitru,Annotazione Dumitru Expert Opin,119,CQ1,yes,yes
2ee03f391416d1db,dumitru,Annotazione Dumitru Expert Opin,119,CQ2,no,no
2ee03f391416d1db,dumitru,Annotazione Dumitru Expert Opin,119,CQ3,no,no
2ee03f391416d1db,dumitru,Annotazione Dumitru Expert Opin,119,CQ3.1,yes,yes
2ee03f391416d1db,dumitru,Annotazione Dumitru Expert Opin,119,CQ4,no,no
2ee03f391416d1db,dumitru,Annotazione Dumitru Expert Opin,119,CQ4.1,yes,yes
2ee03f391416d1db,dumitru,Annotazione Dumitru Expert Opin,119,scheme,expert_opinion,YES
2ee03f391416d1db,dumitru,Annotazione Dumitru Expert Opin,119,uncertainty,CQ1:AMB;CQ2:AMB,CQ1:AMB;CQ2:AMB
2ee03f391416d1db,dumitru,Annotazione Dumitru Expert Opin,119,verdict,strawman,Strawman
2ee03f391416d1db,eleni,new_expert_opinion,119,verdict,strawman,straw man
2ee03f391416d1db,enrico,new_expert_opinion,119,comment,"dipende da come si legge, potrebbe anche essere una app to auth","dipende da come si legge, potrebbe anche essere una app to auth"
2ee03f391416d1db,enrico,new_expert_opinion,119,scheme,idk,SNI
2ee03f391416d1db,enrico,new_expert_opinion,119,verdict,strawman,straw man
2ee03f391416d1db,unknown,new_expert_opinion,119,doubt,s,s
2f22cb61772bf692,base,Annotazione Dumitru Expert Opin,114,starting_label,strawman,straw man
2f22cb61772bf692,dumitru,Annotazione Dumitru Expert Opin,114,CQ1,yes,yes
2f22cb61772bf692,dumitru,Annotazione Dumitru Expert Opin,114,CQ2,no,no
2f22cb61772bf692,dumitru,Annotazione Dumitru Expert Opin,114,CQ3,no,no
2f22cb61772bf692,dumitru,Annotazione Dumitru Expert Opin,114,CQ3.1,yes,yes
2f22cb61772bf692,dumitru,Annotazione Dumitru Expert Opin,114,CQ4,yes,yes
2f22cb61772bf692,dumitru,Annotazione Dumitru Expert Opin,114,CQ4.1,yes,yes
2f22cb61772bf692,dumitru,Annotazione Dumitru Expert Opin,114,scheme,expert_opinion,YES
2f22cb61772bf692,dumitru,Annotazione Dumitru Expert Opin,114,uncertainty,CQ1:AMB;CQ2:AMB;CQ4.1:AMB,CQ1:AMB;CQ2:AMB;CQ4.1:AMB
2f22cb61772bf692,dumitru,Annotazione Dumitru Expert Opin,114,verdict,strawman,Strawman
2f22cb61772bf692,eleni,new_expert_opinion,114,verdict,strawman,straw man
2f22cb61772bf692,enrico,new_expert_opinion,114,scheme,none,NO
2f22cb61772bf692,enrico,new_expert_opinion,114,verdict,strawman,straw man
2f84699004696926,enrico,Copia di hasty_generalization_E,51,scheme,none,none
2f84699004696926,enrico,Copia di hasty_generalization_E,51,verdict,hasty_generalization,hasty generalization
2f84699004696926,base,hasty_generalization,51,starting_label,hasty_generalization,hasty generalization
302c8bff01c0bbbe,enrico,Copia di new_ad_populum_Enrico,45,difficulty,2,2
302c8bff01c0bbbe,enrico,Copia di new_ad_populum_Enrico,45,scheme,popular_opinion,YES
302c8bff01c0bbbe,enrico,Copia di new_ad_populum_Enrico,45,verdict,good_argumentation,no fallacy
302c8bff01c0bbbe,enrico,new_ad_populum,45,scheme,popular_opinion,YES
30a4200fffce1505,base,Slippery slope,94,starting_label,slippery_slope,slippery slope
31123f7b753f37b1,dumitru,Annotazione Dumitru Expert Opin,51,CQ1,yes,yes
31123f7b753f37b1,dumitru,Annotazione Dumitru Expert Opin,51,CQ2,yes,yes
31123f7b753f37b1,dumitru,Annotazione Dumitru Expert Opin,51,CQ3,yes,yes
31123f7b753f37b1,dumitru,Annotazione Dumitru Expert Opin,51,CQ3.1,yes,yes
31123f7b753f37b1,dumitru,Annotazione Dumitru Expert Opin,51,CQ4,yes,yes
31123f7b753f37b1,dumitru,Annotazione Dumitru Expert Opin,51,CQ4.1,no,no
31123f7b753f37b1,dumitru,Annotazione Dumitru Expert Opin,51,scheme,expert_opinion,YES
31123f7b753f37b1,dumitru,Annotazione Dumitru Expert Opin,51,uncertainty,CQ2:AMB;CQ4:AMB;CQ4.1:SUBJ,CQ2:AMB;CQ4:AMB;CQ4.1:SUBJ
31123f7b753f37b1,dumitru,Annotazione Dumitru Expert Opin,51,verdict,appeal_to_authority,Appeal to Authority
31123f7b753f37b1,eleni,new_expert_opinion,51,scheme,expert_opinion,YES
31123f7b753f37b1,eleni,new_expert_opinion,51,verdict,good_argumentation,NO
31123f7b753f37b1,enrico,new_expert_opinion,51,scheme,expert_opinion,YES
31123f7b753f37b1,enrico,new_expert_opinion,51,verdict,good_argumentation,no
312a2897b8800631,dumitru,Annotazione Dumitru Expert Opin,65,CQ1,yes,yes
312a2897b8800631,dumitru,Annotazione Dumitru Expert Opin,65,CQ2,no,no
312a2897b8800631,dumitru,Annotazione Dumitru Expert Opin,65,CQ3,yes,yes
312a2897b8800631,dumitru,Annotazione Dumitru Expert Opin,65,CQ3.1,yes,yes
312a2897b8800631,dumitru,Annotazione Dumitru Expert Opin,65,CQ4,yes,yes
312a2897b8800631,dumitru,Annotazione Dumitru Expert Opin,65,CQ4.1,no,no
312a2897b8800631,dumitru,Annotazione Dumitru Expert Opin,65,scheme,expert_opinion,YES
312a2897b8800631,dumitru,Annotazione Dumitru Expert Opin,65,uncertainty,CQ1:AMB;CQ4:AMB,CQ1:AMB;CQ4:AMB
312a2897b8800631,dumitru,Annotazione Dumitru Expert Opin,65,verdict,non_sequitur,Non Sequitur
312a2897b8800631,eleni,new_expert_opinion,76,scheme,expert_opinion,YES
312a2897b8800631,eleni,new_expert_opinion,76,verdict,good_argumentation,NO
312a2897b8800631,enrico,new_expert_opinion,76,comment,cooperazione = mondo migliore? l'implicazione non è corretta,cooperazione = mondo migliore? l'implicazione non è corretta
312a2897b8800631,enrico,new_expert_opinion,76,exit_cq,CQ4,CQ4
312a2897b8800631,enrico,new_expert_opinion,76,scheme,expert_opinion,YES
312a2897b8800631,enrico,new_expert_opinion,76,verdict,non_sequitur,non sequitur
312bfd2ce258caa6,enrico,Copia di example_final_Enrico,52,difficulty,4,4
312bfd2ce258caa6,enrico,Copia di example_final_Enrico,52,scheme,example,YES
312bfd2ce258caa6,enrico,Copia di example_final_Enrico,52,verdict,good_argumentation,no fallacy
314cbdd5a7a887c8,enrico,Copia di cause_to_effect_Enrico,54,scheme,correlation_to_cause,Correlation to effect
314cbdd5a7a887c8,enrico,Copia di cause_to_effect_Enrico,54,verdict,post_hoc,post hoc
314cbdd5a7a887c8,base,cause_to_effect,54,starting_label,post_hoc,post hoc ergo propter hoc
31a2d253330d2956,enrico,Copia di new_ad_populum_Enrico,92,comment,nessuna conclusione,nessuna conclusione
31a2d253330d2956,enrico,Copia di new_ad_populum_Enrico,92,difficulty,3,3
31a2d253330d2956,enrico,Copia di new_ad_populum_Enrico,92,scheme,idk,SNI
31a2d253330d2956,enrico,Copia di new_ad_populum_Enrico,92,verdict,ad_populum,ad populum
31a2d253330d2956,base,new_ad_populum,92,starting_label,ad_populum,ad populum
321adb837b2f9581,enrico,Copia di hasty_generalization_E,63,scheme,none,none
321adb837b2f9581,enrico,Copia di hasty_generalization_E,63,verdict,hasty_generalization,hasty generalization
321adb837b2f9581,base,hasty_generalization,63,starting_label,hasty_generalization,hasty generalization
3228ccd7b9deefe5,base,Annotazione Dumitru Expert Opin,43,starting_label,appeal_to_authority,appeal to authority
3228ccd7b9deefe5,dumitru,Annotazione Dumitru Expert Opin,43,CQ1,no,no
3228ccd7b9deefe5,dumitru,Annotazione Dumitru Expert Opin,43,CQ2,yes,yes
3228ccd7b9deefe5,dumitru,Annotazione Dumitru Expert Opin,43,CQ3,yes,yes
3228ccd7b9deefe5,dumitru,Annotazione Dumitru Expert Opin,43,CQ3.1,yes,yes
3228ccd7b9deefe5,dumitru,Annotazione Dumitru Expert Opin,43,CQ4,no,no
3228ccd7b9deefe5,dumitru,Annotazione Dumitru Expert Opin,43,CQ4.1,yes,yes
3228ccd7b9deefe5,dumitru,Annotazione Dumitru Expert Opin,43,scheme,expert_opinion,YES
3228ccd7b9deefe5,dumitru,Annotazione Dumitru Expert Opin,43,uncertainty,CQ1:AMB,CQ1:AMB
3228ccd7b9deefe5,dumitru,Annotazione Dumitru Expert Opin,43,verdict,irrelevant_authority,Irrelevant Authority
3228ccd7b9deefe5,eleni,new_expert_opinion,43,verdict,appeal_to_authority,appeal to authority
3228ccd7b9deefe5,enrico,new_expert_opinion,43,comment,difficile da interpretare,difficile da interpretare
3228ccd7b9deefe5,enrico,new_expert_opinion,43,scheme,idk,SNI
3228ccd7b9deefe5,enrico,new_expert_opinion,43,verdict,appeal_to_authority,appeal to authority
3286aad2158311a8,enrico,Copia di new_ad_populum_Enrico,119,comment,descrizione fallacia,descrizione fallacia
3286aad2158311a8,enrico,Copia di new_ad_populum_Enrico,119,difficulty,1,1
3286aad2158311a8,enrico,Copia di new_ad_populum_Enrico,119,scheme,none,NO
3286aad2158311a8,enrico,Copia di new_ad_populum_Enrico,119,verdict,ad_populum,ad populum
3286aad2158311a8,base,new_ad_populum,119,starting_label,ad_populum,ad populum
3338c1f261e5c129,enrico,Copia di cause_to_effect_Enrico,58,scheme,correlation_to_cause,Correlation to effect
3338c1f261e5c129,enrico,Copia di cause_to_effect_Enrico,58,verdict,post_hoc,post hoc
3338c1f261e5c129,base,cause_to_effect,58,starting_label,false_cause,false causality
334ba2aa84bcaa05,dumitru,Annotazione Dumitru Expert Opin,75,CQ1,no,no
334ba2aa84bcaa05,dumitru,Annotazione Dumitru Expert Opin,75,CQ2,yes,yes
334ba2aa84bcaa05,dumitru,Annotazione Dumitru Expert Opin,75,CQ3,yes,yes
334ba2aa84bcaa05,dumitru,Annotazione Dumitru Expert Opin,75,CQ3.1,yes,yes
334ba2aa84bcaa05,dumitru,Annotazione Dumitru Expert Opin,75,CQ4,yes,yes
334ba2aa84bcaa05,dumitru,Annotazione Dumitru Expert Opin,75,CQ4.1,no,no
334ba2aa84bcaa05,dumitru,Annotazione Dumitru Expert Opin,75,scheme,expert_opinion,YES
334ba2aa84bcaa05,dumitru,Annotazione Dumitru Expert Opin,75,uncertainty,CQ1:SUBJ;CQ4:AMB,CQ1:SUBJ;CQ4:AMB
334ba2aa84bcaa05,dumitru,Annotazione Dumitru Expert Opin,75,verdict,irrelevant_authority,Irrelevant Authority
334ba2aa84bcaa05,eleni,new_expert_opinion,62,scheme,expert_opinion,YES
334ba2aa84bcaa05,eleni,new_expert_opinion,62,verdict,any_fallacy,YES
334ba2aa84bcaa05,enrico,new_expert_opinion,62,comment,bibbia,bibbia
334ba2aa84bcaa05,enrico,new_expert_opinion,62,exit_cq,CQ1,CQ1
334ba2aa84bcaa05,enrico,new_expert_opinion,62,scheme,expert_opinion,YES
334ba2aa84bcaa05,enrico,new_expert_opinion,62,verdict,irrelevant_authority,false authority
337ec34c7fd71259,base,Slippery slope,17,starting_label,slippery_slope,slippery slope
33b8f29b4f0d2854,enrico,Copia di hasty_generalization_E,36,scheme,example,Example
33b8f29b4f0d2854,enrico,Copia di hasty_generalization_E,36,verdict,hasty_generalization,hasty generalization
33b8f29b4f0d2854,base,hasty_generalization,36,starting_label,hasty_generalization,hasty generalization
33f6dfaf9c4e41f1,enrico,Copia di hasty_generalization_E,16,comment,doppia,doppia
33f6dfaf9c4e41f1,enrico,Copia di hasty_generalization_E,16,scheme,popular_opinion,Popular opinion
33f6dfaf9c4e41f1,enrico,Copia di hasty_generalization_E,16,verdict,hasty_generalization,hasty generalization
33f6dfaf9c4e41f1,enrico,Copia di hasty_generalization_E,59,comment,doppia,doppia
33f6dfaf9c4e41f1,enrico,Copia di hasty_generalization_E,59,scheme,popular_opinion,Popular opinion
33f6dfaf9c4e41f1,enrico,Copia di hasty_generalization_E,59,verdict,hasty_generalization,hasty generalization
33f6dfaf9c4e41f1,base,hasty_generalization,16,starting_label,hasty_generalization,hasty generalization
33f6dfaf9c4e41f1,base,hasty_generalization,59,starting_label,hasty_generalization,hasty generalization
34663014f2b4e416,enrico,Copia di new_ad_populum_Enrico,34,comment,ammissione di possibile errore,ammissione di possibile errore
34663014f2b4e416,enrico,Copia di new_ad_populum_Enrico,34,difficulty,2,2
34663014f2b4e416,enrico,Copia di new_ad_populum_Enrico,34,scheme,popular_opinion,YES
34663014f2b4e416,enrico,Copia di new_ad_populum_Enrico,34,verdict,ad_populum,ad populum
34663014f2b4e416,enrico,new_ad_populum,34,scheme,popular_opinion,YES
349aad7f228e0293,enrico,Copia di hasty_generalization_E,83,scheme,none,none
349aad7f228e0293,enrico,Copia di hasty_generalization_E,83,verdict,hasty_generalization,hasty generalization
349aad7f228e0293,base,hasty_generalization,83,starting_label,hasty_generalization,Hasty Generalization
34bdeea8b07daf95,enrico,Copia di cause_to_effect_Enrico,62,scheme,cause_to_effect,Cause to effect
34bdeea8b07daf95,enrico,Copia di cause_to_effect_Enrico,62,verdict,causal_reductionism,Casual reductionism
34bdeea8b07daf95,base,cause_to_effect,62,starting_label,false_cause,false causality
34ca498bcd3d083d,base,Annotazione Dumitru Expert Opin,106,starting_label,strawman,straw man
34ca498bcd3d083d,dumitru,Annotazione Dumitru Expert Opin,106,CQ1,na,na
34ca498bcd3d083d,dumitru,Annotazione Dumitru Expert Opin,106,CQ2,na,na
34ca498bcd3d083d,dumitru,Annotazione Dumitru Expert Opin,106,CQ3,na,na
34ca498bcd3d083d,dumitru,Annotazione Dumitru Expert Opin,106,CQ3.1,na,na
34ca498bcd3d083d,dumitru,Annotazione Dumitru Expert Opin,106,CQ4,na,na
34ca498bcd3d083d,dumitru,Annotazione Dumitru Expert Opin,106,CQ4.1,na,na
34ca498bcd3d083d,dumitru,Annotazione Dumitru Expert Opin,106,scheme,none,NO
34ca498bcd3d083d,eleni,new_expert_opinion,106,verdict,strawman,straw man
34ca498bcd3d083d,enrico,new_expert_opinion,106,comment,esempio libro,esempio libro
34ca498bcd3d083d,enrico,new_expert_opinion,106,scheme,none,NO
34ca498bcd3d083d,enrico,new_expert_opinion,106,verdict,strawman,straw man
3579ecad7664a6de,base,Annotazione Dumitru Expert Opin,3,starting_label,appeal_to_authority,appeal to authority
3579ecad7664a6de,dumitru,Annotazione Dumitru Expert Opin,3,CQ1,yes,yes
3579ecad7664a6de,dumitru,Annotazione Dumitru Expert Opin,3,CQ2,no,no
3579ecad7664a6de,dumitru,Annotazione Dumitru Expert Opin,3,CQ3,yes,yes
3579ecad7664a6de,dumitru,Annotazione Dumitru Expert Opin,3,CQ3.1,yes,yes
3579ecad7664a6de,dumitru,Annotazione Dumitru Expert Opin,3,CQ4,yes,yes
3579ecad7664a6de,dumitru,Annotazione Dumitru Expert Opin,3,CQ4.1,yes,yes
3579ecad7664a6de,dumitru,Annotazione Dumitru Expert Opin,3,scheme,expert_opinion,YES
3579ecad7664a6de,dumitru,Annotazione Dumitru Expert Opin,3,uncertainty,CQ1:SUBJ,CQ1:SUBJ
3579ecad7664a6de,dumitru,Annotazione Dumitru Expert Opin,3,verdict,good_argumentation,Good Argumentation
3579ecad7664a6de,eleni,new_expert_opinion,3,verdict,appeal_to_authority,appeal to authority
3579ecad7664a6de,enrico,new_expert_opinion,3,comment,conclusione non data,conclusione non data
3579ecad7664a6de,enrico,new_expert_opinion,3,scheme,expert_opinion,YES
3579ecad7664a6de,enrico,new_expert_opinion,3,verdict,appeal_to_authority,appeal to authority
35ad3b5c9fc5e980,enrico,Copia di new_ad_populum_Enrico,17,difficulty,3,3
35ad3b5c9fc5e980,enrico,Copia di new_ad_populum_Enrico,17,scheme,popular_opinion,YES
35ad3b5c9fc5e980,enrico,Copia di new_ad_populum_Enrico,17,verdict,good_argumentation,no fallacy
35ad3b5c9fc5e980,enrico,new_ad_populum,17,scheme,popular_opinion,YES
35fedcadfc30a5cc,base,Slippery slope,24,starting_label,slippery_slope,slippery slope
3684aa657495a0e6,enrico,Copia di new_ad_populum_Enrico,132,difficulty,3,3
3684aa657495a0e6,enrico,Copia di new_ad_populum_Enrico,132,scheme,none,NO
3684aa657495a0e6,enrico,Copia di new_ad_populum_Enrico,132,verdict,appeal_to_nature,appeal to nature
3684aa657495a0e6,base,new_ad_populum,132,starting_label,appeal_to_nature,appeal to nature
370583703165e382,enrico,Copia di new_ad_populum_Enrico,93,comment,descrizione fallacia,descrizione fallacia
370583703165e382,enrico,Copia di new_ad_populum_Enrico,93,difficulty,1,1
370583703165e382,enrico,Copia di new_ad_populum_Enrico,93,scheme,idk,?
370583703165e382,enrico,Copia di new_ad_populum_Enrico,93,verdict,ad_populum,ad populum
370583703165e382,base,new_ad_populum,93,starting_label,ad_populum,ad populum
378e1e7149cc919b,enrico,ad hominem,60,scheme,ad_hominem,Ad Hominem
378e1e7149cc919b,enrico,ad hominem,60,verdict,idk,?
379193668ed3d2df,enrico,Copia di cause_to_effect_Enrico,12,difficulty,1,1
379193668ed3d2df,enrico,Copia di cause_to_effect_Enrico,12,scheme,cause_to_effect,Cause to effect
379193668ed3d2df,enrico,Copia di cause_to_effect_Enrico,12,verdict,good_argumentation,no fallacy
379193668ed3d2df,enrico,cause_to_effect,12,scheme,cause_to_effect,YES
37cc97c964cf5688,enrico,Copia di example_final_Enrico,64,difficulty,2,2
37cc97c964cf5688,enrico,Copia di example_final_Enrico,64,scheme,example,YES
37cc97c964cf5688,enrico,Copia di example_final_Enrico,64,verdict,good_argumentation,no fallacy
37efdc3c5148f1a0,base,Slippery slope,57,starting_label,slippery_slope,slippery slope
383b1a0bdc0f3a80,enrico,Copia di new_ad_populum_Enrico,19,difficulty,4,4
383b1a0bdc0f3a80,enrico,Copia di new_ad_populum_Enrico,19,scheme,popular_opinion,YES
383b1a0bdc0f3a80,enrico,Copia di new_ad_populum_Enrico,19,verdict,good_argumentation,no fallacy
383b1a0bdc0f3a80,enrico,new_ad_populum,19,scheme,popular_opinion,YES
383ed9c744b5a30c,enrico,ad hominem,11,scheme,ad_hominem,Ad Hominem
383ed9c744b5a30c,enrico,ad hominem,11,verdict,ad_hominem_abusive,Abusive
3847c80729510e82,enrico,Copia di new_ad_populum_Enrico,77,difficulty,1,1
3847c80729510e82,enrico,Copia di new_ad_populum_Enrico,77,scheme,popular_opinion,YES
3847c80729510e82,enrico,Copia di new_ad_populum_Enrico,77,verdict,ad_populum,ad populum
3847c80729510e82,base,new_ad_populum,77,starting_label,ad_populum,ad populum
390d13c09cd8bc78,base,Slippery slope,36,starting_label,slippery_slope,slippery slope
3982639560a85fe5,enrico,Copia di example_final_Enrico,48,comment,ad populum?,ad populum?
3982639560a85fe5,enrico,Copia di example_final_Enrico,48,scheme,example,YES
3982639560a85fe5,enrico,Copia di example_final_Enrico,48,verdict,idk,?
3ad385d691962b59,enrico,Copia di new_ad_populum_Enrico,70,difficulty,1,1
3ad385d691962b59,enrico,Copia di new_ad_populum_Enrico,70,scheme,popular_opinion,YES
3ad385d691962b59,enrico,Copia di new_ad_populum_Enrico,70,verdict,ad_populum,ad populum
3ad385d691962b59,base,new_ad_populum,70,starting_label,ad_populum,ad populum
3b67c0be410b475e,dumitru,Annotazione Dumitru Expert Opin,67,CQ1,yes,yes
3b67c0be410b475e,dumitru,Annotazione Dumitru Expert Opin,67,CQ2,no,no
3b67c0be410b475e,dumitru,Annotazione Dumitru Expert Opin,67,CQ3,yes,yes
3b67c0be410b475e,dumitru,Annotazione Dumitru Expert Opin,67,CQ3.1,yes,yes
3b67c0be410b475e,dumitru,Annotazione Dumitru Expert Opin,67,CQ4,yes,yes
3b67c0be410b475e,dumitru,Annotazione Dumitru Expert Opin,67,CQ4.1,yes,yes
3b67c0be410b475e,dumitru,Annotazione Dumitru Expert Opin,67,scheme,expert_opinion,YES
3b67c0be410b475e,dumitru,Annotazione Dumitru Expert Opin,67,uncertainty,CQ1:AMB;CQ4:AMB,CQ1:AMB;CQ4:AMB
3b67c0be410b475e,dumitru,Annotazione Dumitru Expert Opin,67,verdict,good_argumentation,Good Argumentation
3b67c0be410b475e,eleni,new_expert_opinion,67,scheme,expert_opinion,YES
3b67c0be410b475e,eleni,new_expert_opinion,67,verdict,good_argumentation,NO
3b67c0be410b475e,enrico,new_expert_opinion,67,scheme,expert_opinion,YES
3b67c0be410b475e,enrico,new_expert_opinion,67,verdict,good_argumentation,no
3bb81bd1e7325ef1,enrico,Copia di example_final_Enrico,28,comment,esempio vago,esempio vago
3bb81bd1e7325ef1,enrico,Copia di example_final_Enrico,28,scheme,example,YES
3bb81bd1e7325ef1,enrico,Copia di example_final_Enrico,28,verdict,idk,?
3bcd98fc869b7721,enrico,Copia di new_ad_populum_Enrico,89,difficulty,1,1
3bcd98fc869b7721,enrico,Copia di new_ad_populum_Enrico,89,scheme,popular_opinion,YES
3bcd98fc869b7721,enrico,Copia di new_ad_populum_Enrico,89,verdict,ad_populum,ad populum
3bcd98fc869b7721,base,new_ad_populum,89,starting_label,ad_populum,ad populum
3c158f7cbc5ab82d,enrico,Copia di hasty_generalization_E,44,scheme,none,none
3c158f7cbc5ab82d,enrico,Copia di hasty_generalization_E,44,verdict,hasty_generalization,hasty generalization
3c158f7cbc5ab82d,base,hasty_generalization,44,starting_label,hasty_generalization,hasty generalization
3cab262e53873664,enrico,Copia di example_final_Enrico,3,difficulty,4,4
3cab262e53873664,enrico,Copia di example_final_Enrico,3,scheme,example,YES
3cab262e53873664,enrico,Copia di example_final_Enrico,3,verdict,good_argumentation,no fallacy
3cc98e568c1a2021,enrico,ad hominem,32,scheme,ad_hominem,Ad Hominem
3cc98e568c1a2021,enrico,ad hominem,32,verdict,poisoning_the_well,Poisoning the Well
3d22579d9f2e0340,enrico,Copia di cause_to_effect_Enrico,26,difficulty,1,1
3d22579d9f2e0340,enrico,Copia di cause_to_effect_Enrico,26,scheme,cause_to_effect,Cause to effect
3d22579d9f2e0340,enrico,Copia di cause_to_effect_Enrico,26,verdict,good_argumentation,no fallacy
3d22579d9f2e0340,enrico,cause_to_effect,26,scheme,cause_to_effect,YES
3d71b3cbeeaf447b,base,Annotazione Dumitru Expert Opin,93,starting_label,appeal_to_authority,appeal to authority
3d71b3cbeeaf447b,dumitru,Annotazione Dumitru Expert Opin,93,CQ1,no,no
3d71b3cbeeaf447b,dumitru,Annotazione Dumitru Expert Opin,93,CQ2,yes,yes
3d71b3cbeeaf447b,dumitru,Annotazione Dumitru Expert Opin,93,CQ3,yes,yes
3d71b3cbeeaf447b,dumitru,Annotazione Dumitru Expert Opin,93,CQ3.1,yes,yes
3d71b3cbeeaf447b,dumitru,Annotazione Dumitru Expert Opin,93,CQ4,no,no
3d71b3cbeeaf447b,dumitru,Annotazione Dumitru Expert Opin,93,CQ4.1,yes,yes
3d71b3cbeeaf447b,dumitru,Annotazione Dumitru Expert Opin,93,scheme,expert_opinion,YES
3d71b3cbeeaf447b,dumitru,Annotazione Dumitru Expert Opin,93,verdict,irrelevant_authority,Irrelevant Authority
3d71b3cbeeaf447b,eleni,new_expert_opinion,93,verdict,appeal_to_authority,appeal to authority
3d71b3cbeeaf447b,enrico,new_expert_opinion,93,scheme,expert_opinion,YES
3d71b3cbeeaf447b,enrico,new_expert_opinion,93,verdict,appeal_to_authority,appeal to authority
3d84a4b24be93488,dumitru,Annotazione Dumitru Analogy,34,CQ1,yes,yes
3d84a4b24be93488,dumitru,Annotazione Dumitru Analogy,34,CQ1.1,no,no
3d84a4b24be93488,dumitru,Annotazione Dumitru Analogy,34,CQ2,yes,yes
3d84a4b24be93488,dumitru,Annotazione Dumitru Analogy,34,CQ3,yes,yes
3d84a4b24be93488,dumitru,Annotazione Dumitru Analogy,34,CQ4,yes,yes
3d84a4b24be93488,dumitru,Annotazione Dumitru Analogy,34,scheme,analogy,YES
3d84a4b24be93488,dumitru,Annotazione Dumitru Analogy,34,uncertainty,CQ1:SUBJ;CQ4:DIFF,CQ1:SUBJ;CQ4:DIFF
3d84a4b24be93488,dumitru,Annotazione Dumitru Analogy,34,verdict,weak_analogy,Weak Analogy
3d84a4b24be93488,eleni,new_analogy,34,scheme,analogy,YES
3d84a4b24be93488,eleni,new_analogy,34,verdict,any_fallacy,YES
3d84a4b24be93488,enrico,new_analogy,34,comment,non c'è l'analogia,non c'è l'analogia
3d84a4b24be93488,enrico,new_analogy,34,scheme,analogy,YES
3d84a4b24be93488,enrico,new_analogy,34,verdict,idk,?
3d84a4b24be93488,unknown,new_analogy,34,doubt,f,f
3e4fe7e5af57d6bd,enrico,Copia di new_ad_populum_Enrico,102,difficulty,2,2
3e4fe7e5af57d6bd,enrico,Copia di new_ad_populum_Enrico,102,scheme,popular_opinion,YES
3e4fe7e5af57d6bd,enrico,Copia di new_ad_populum_Enrico,102,verdict,ad_populum,ad populum
3e4fe7e5af57d6bd,base,new_ad_populum,102,starting_label,ad_populum,ad populum
3e518532e2e4f30f,enrico,Copia di example_final_Enrico,49,difficulty,3,3
3e518532e2e4f30f,enrico,Copia di example_final_Enrico,49,scheme,example,YES
3e518532e2e4f30f,enrico,Copia di example_final_Enrico,49,verdict,cherry_picking,Cherry picking
3e7f4707545b15cd,base,Annotazione Dumitru Analogy,92,starting_label,weak_analogy,weak analogy
3e7f4707545b15cd,dumitru,Annotazione Dumitru Analogy,92,CQ1,yes,yes
3e7f4707545b15cd,dumitru,Annotazione Dumitru Analogy,92,CQ1.1,no,no
3e7f4707545b15cd,dumitru,Annotazione Dumitru Analogy,92,CQ2,na,na
3e7f4707545b15cd,dumitru,Annotazione Dumitru Analogy,92,CQ3,na,na
3e7f4707545b15cd,dumitru,Annotazione Dumitru Analogy,92,CQ4,na,na
3e7f4707545b15cd,dumitru,Annotazione Dumitru Analogy,92,note,nessun predicato A viene trasferito,nessun predicato A viene trasferito
